# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		593189		63289		54136
1		577352		126136		46555
2		531059		187850		47730
3		416346		245812		47648
4		308346		296195		47604
5		236750		337604		47695
6		205351		372256		47824
7		189137		403010		47899
8		175424		430806		47925
9		169584		456751		47869
10		166957		481635		47842
11		165845		505954		47797
12		163757		529994		47852
13		160603		553435		47804
14		159052		576381		47838
15		159080		599295		47921
16		158119		621982		47830
17		157967		644571		47843
18		157434		666961		47841
19		158053		689571		47848
20		157530		712105		47936
21		156979		734386		47887
22		157139		756661		47860
23		157233		778841		47654
24		157242		801001		47724
25		157075		823113		47885
26		156788		845070		47818
27		155937		866997		47698
28		156158		888609		47637
29		155536		910147		47835
30		155459		931429		47866
31		155431		952853		47911
32		155296		974330		47764
33		155204		995838		47736
34		154963		1017013		47848
35		155050		1038130		47878
36		154976		1059455		47758
37		154948		1080857		47878
38		154353		1102181		47912
39		153710		1123262		47784
40		154575		1144442		47759
41		153850		1165399		47871
42		153564		1186080		47877
43		154458		1207065		47802
44		153943		1227855		47731
45		153792		1248556		47704
46		153885		1269312		47891
47		153770		1290204		47819
48		153544		1311223		47709
49		152916		1331804		47882
50		153841		1352246		47892
51		153755		1372989		47810
52		152736		1393539		47777
53		151799		1413893		47849
54		151936		1434194		47773
55		152535		1454330		47823
56		151681		1474340		47894
57		151268		1494233		47752
58		151621		1514227		47818
59		152107		1534302		47767
60		151830		1554312		47671
61		151924		1574288		47814
62		151808		1594321		47763
63		151714		1614406		47821
64		151538		1634471		47866
65		151063		1654295		47867
66		151255		1674207		47797
67		150183		1693362		47753
68		149600		1712385		47745
69		149367		1731172		47711
70		149679		1749863		47790
71		149496		1768615		47761
72		148625		1787204		47737
73		148022		1805523		47819
74		148989		1823891		47856
75		147874		1842211		47785
76		148873		1860472		47822
77		149015		1878942		47725
78		148731		1897223		47807
79		148383		1915468		47736
80		148514		1933460		47779
81		148409		1951526		47835
82		148462		1969612		47848
83		147716		1987487		47716
84		148289		2005606		47815
85		148820		2023774		47755
86		148415		2041954		47821
87		147312		2060045		47816
88		147173		2077749		47718
89		147110		2095485		47769
90		147812		2113238		47755
91		147183		2130923		47868
92		147073		2148529		47833
93		146736		2166001		47819
94		146886		2183366		47823
95		146373		2200369		47662
96		145906		2217417		47832
97		146719		2234590		47827
98		146419		2251725		47764
99		146053		2268831		47839
100		145371		2285749		47817
101		145410		2302550		47820
102		145833		2319221		47751
103		145214		2335934		47753
104		145791		2352489		47747
105		145037		2368956		47759
106		145136		2385346		47747
107		144089		2401519		47711
108		144768		2417604		47726
109		144640		2433777		47861
110		144464		2449987		47825
111		143776		2466015		47819
112		143832		2482163		47823
113		144292		2498286		47747
114		144334		2514203		47726
115		143998		2530183		47746
116		143119		2545908		47738
117		143363		2561563		47735
118		142748		2577172		47814
119		141927		2592656		47747
120		142619		2608137		47827
121		142910		2623725		47754
122		142915		2639094		47837
123		142985		2654586		47768
124		142575		2669959		47747
125		142743		2685315		47889
126		142148		2700704		47831
127		141898		2715893		47865
128		141389		2730961		47801
129		141476		2745864		47809
130		141423		2760625		47791
131		141103		2775156		47779
132		141401		2789911		47839
133		141108		2804645		47864
134		141552		2818955		47891
135		140751		2833359		47773
136		140582		2847646		47806
137		140452		2861823		47810
138		139634		2875675		47799
139		139666		2889315		47795
140		140143		2903094		47751
141		139488		2916760		47706
142		139723		2930479		47761
143		139483		2944318		47877
144		139454		2958069		47883
145		139777		2971770		47902
146		139837		2985460		47765
147		139732		2998994		47773
148		139575		3012895		47764
149		139156		3026500		47729
150		139807		3039971		47755
151		139432		3053513		47809
152		138997		3067237		47801
153		139118		3080621		47737
154		139013		3093811		47798
155		138514		3106952		47912
156		138064		3119935		47819
157		137695		3132664		47781
158		137222		3145288		47838
159		137277		3157948		47836
160		137401		3170325		47852
161		137854		3182850		47916
162		137593		3195317		47830
163		136944		3207600		47787
164		136535		3219659		47868
165		136513		3231638		47815
166		136992		3243926		47897
167		136993		3256020		47878
168		136589		3268192		47814
169		136764		3280306		47760
170		136625		3292406		47752
171		136262		3304267		47704
172		136649		3316088		47787
173		135964		3327880		47756
174		135850		3339637		47785
175		136290		3351331		47695
176		136376		3363112		47777
177		135651		3374600		47863
178		135745		3386062		47820
179		135864		3397447		47833
180		135809		3408821		47835
181		135686		3420156		47794
182		135538		3431640		47726
183		135279		3442854		47750
184		135158		3454064		47795
185		135082		3465302		47768
186		135070		3476023		47842
187		134935		3487029		47895
188		134551		3497610		47884
189		133940		3507998		47817
190		133760		3518089		47821
191		133838		3528011		47816
192		133351		3537953		47783
193		133486		3547725		47833
194		133640		3557762		47808
195		133752		3567787		47767
196		132932		3577511		47728
197		133053		3587322		47829
198		132946		3597121		47900
199		132814		3606912		47746
200		133135		3616563		47693
201		133069		3626470		47820
202		132697		3636082		47757
203		132646		3645591		47791
204		132719		3655048		47655
205		132658		3664399		47776
206		132937		3673928		47735
207		132711		3683328		47818
208		132209		3692549		47814
209		131823		3701352		47828
210		131800		3710329		47832
211		131613		3719085		47880
212		131222		3727842		47755
213		131216		3736677		47746
214		131326		3745397		47762
215		131324		3754079		47705
216		131206		3762515		47772
217		131136		3770937		47837
218		131025		3779380		47877
219		130841		3787823		47774
220		130983		3796184		47756
221		131201		3804583		47873
222		130713		3813057		47828
223		130762		3821237		47707
224		130312		3829270		47765
225		130265		3837146		47748
226		130301		3845049		47764
227		130349		3853039		47757
228		130479		3860908		47763
229		130325		3868759		47785
230		129894		3876511		47751
231		129757		3884152		47784
232		129759		3891792		47792
233		129367		3899006		47808
234		129376		3906091		47815
235		129307		3913259		47838
236		128932		3920346		47819
237		128763		3927291		47875
238		128770		3934178		47733
239		128558		3941076		47739
240		128658		3947791		47779
241		128683		3954560		47847
242		128513		3961247		47741
243		128288		3967807		47755
244		128294		3974383		47798
245		128451		3980936		47658
246		128557		3987427		47763
247		128213		3993875		47698
248		127983		4000115		47718
249		127921		4006293		47776
250		127633		4012329		47725
251		127282		4018186		47752
252		127422		4023704		47701
253		127135		4029221		47753
254		126968		4034673		47760
255		126780		4039913		47714
256		126876		4045199		47715
257		126746		4050409		47713
258		126462		4055500		47690
259		126508		4060357		47808
260		126451		4065252		47785
261		125992		4070032		47797
262		125969		4074618		47777
263		126144		4079207		47833
264		125927		4083836		47775
265		125680		4088421		47792
266		125824		4092917		47814
267		125754		4097444		47799
268		125824		4101788		47771
269		125759		4106173		47808
270		125564		4110545		47765
271		125397		4114903		47762
272		125425		4119216		47792
273		125408		4123384		47803
274		125261		4127344		47770
275		124877		4131221		47756
276		124883		4134987		47752
277		124666		4138621		47740
278		124625		4142168		47761
279		124462		4145583		47782
280		124335		4148965		47832
281		124387		4152278		47803
282		124034		4155502		47774
283		124157		4158664		47749
284		124102		4161855		47765
285		123983		4165041		47757
286		123966		4168135		47699
287		123985		4171264		47716
288		123968		4174257		47739
289		123899		4177335		47694
290		123736		4180305		47748
291		123743		4183174		47711
292		123639		4186082		47733
293		123599		4188945		47782
294		123504		4191653		47768
295		123298		4194320		47825
296		123315		4196834		47747
297		123143		4199246		47767
298		122962		4201562		47711
299		122964		4203831		47762
300		122923		4206027		47771
301		122774		4208210		47819
302		122542		4210240		47754
303		122544		4212147		47776
304		122418		4213998		47775
305		122408		4215732		47742
306		122276		4217584		47718
307		122180		4219188		47725
308		122124		4220794		47692
309		122111		4222317		47651
310		122005		4223832		47676
311		121889		4225226		47694
312		121865		4226608		47724
313		121811		4227918		47690
314		121732		4229186		47713
315		121685		4230408		47741
316		121685		4231641		47724
317		121605		4232833		47731
318		121547		4233966		47750
319		121511		4235097		47748
320		121539		4236207		47772
321		121453		4237265		47765
322		121398		4238234		47758
323		121306		4239122		47771
324		121272		4240043		47777
325		121216		4240913		47766
326		121180		4241735		47752
327		121156		4242514		47754
328		121118		4243310		47739
329		121063		4244071		47762
330		121040		4244772		47768
331		121003		4245409		47776
332		120975		4246006		47776
333		120929		4246619		47745
334		120899		4246806		47753
335		120868		4246971		47745
336		120831		4247117		47746
337		120802		4247222		47737
338		120779		4247309		47732
339		120756		4247394		47742
340		120738		4247471		47737
341		120723		4247529		47744
342		120712		4247584		47738
343		120696		4247633		47740
344		120685		4247680		47739
345		120675		4247725		47735
346		120665		4247764		47734
347		120660		4247803		47736
348		120658		4247836		47735
349		120653		4247868		47734
350		120642		4247908		47733
351		120630		4247942		47739
352		120623		4247967		47736
353		120618		4247989		47740
354		120612		4248013		47735
355		120613		4248034		47738
356		120606		4248055		47736
357		120608		4248071		47738
358		120603		4248087		47738
359		120595		4248109		47739
360		120593		4248124		47739
361		120588		4248139		47740
362		120587		4248151		47741
363		120584		4248163		47742
364		120577		4248178		47737
365		120575		4248189		47734
366		120567		4248204		47739
367		120563		4248216		47738
368		120558		4248227		47741
369		120556		4248238		47745
370		120557		4248245		47749
371		120555		4248254		47745
372		120553		4248266		47740
373		120551		4248276		47739
374		120547		4248287		47740
375		120544		4248296		47742
376		120542		4248305		47743
377		120541		4248313		47743
378		120538		4248322		47741
379		120537		4248329		47742
380		120533		4248336		47743
381		120536		4248348		47741
382		120530		4248361		47748
383		120529		4248373		47751
384		120528		4248379		47751
385		120524		4248388		47749
386		120522		4248394		47748
387		120520		4248402		47749
388		120520		4248406		47749
389		120514		4248415		47747
390		120514		4248419		47747
391		120513		4248422		47747
392		120512		4248425		47746
393		120511		4248430		47745
394		120511		4248432		47745
395		120511		4248434		47745
396		120511		4248436		47745
397		120507		4248441		47746
398		120506		4248444		47746
399		120504		4248447		47744
400		120504		4248449		47744
401		120501		4248454		47743
402		120499		4248458		47741
403		120497		4248462		47742
404		120497		4248464		47742
405		120495		4248468		47743
406		120495		4248470		47743
407		120495		4248472		47745
408		120494		4248475		47744
409		120494		4248477		47744
410		120494		4248479		47744
411		120489		4248486		47744
412		120487		4248490		47742
413		120488		4248493		47742
414		120488		4248495		47742
415		120486		4248499		47741
416		120485		4248502		47741
417		120484		4248505		47740
418		120481		4248509		47739
419		120481		4248511		47740
420		120479		4248515		47737
421		120479		4248517		47737
422		120479		4248519		47737
423		120476		4248524		47734
424		120476		4248527		47734
425		120476		4248530		47735
426		120474		4248534		47735
427		120476		4248537		47734
428		120473		4248542		47736
429		120474		4248544		47734
430		120474		4248546		47734
431		120472		4248548		47732
432		120472		4248548		47732
433		120472		4248548		47732
434		120471		4248549		47734
435		120471		4248549		47734
436		120469		4248551		47732
437		120469		4248551		47732
438		120469		4248551		47732
439		120468		4248552		47733
440		120467		4248556		47732
441		120466		4248557		47730
442		120467		4248558		47732
443		120463		4248562		47728
444		120464		4248563		47728
445		120463		4248564		47727
446		120465		4248565		47728
447		120463		4248569		47727
448		120460		4248571		47725
449		120459		4248574		47725
450		120461		4248575		47726
451		120459		4248576		47725
452		120459		4248576		47725
453		120459		4248578		47725
454		120458		4248581		47726
455		120458		4248581		47726
456		120461		4248584		47727
457		120459		4248587		47727
458		120459		4248587		47727
459		120459		4248587		47727
460		120459		4248587		47727
461		120459		4248587		47727
462		120458		4248588		47728
463		120458		4248588		47728
464		120458		4248588		47728
465		120458		4248588		47728
466		120457		4248589		47729
