# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8841		4279		3173
1		8013		8023		3191
2		7461		11382		3316
3		6854		14343		3284
4		6406		17130		3309
5		6032		19585		3372
6		5752		21896		3317
7		5469		24055		3336
8		5184		26131		3329
9		4992		28003		3352
10		4827		29835		3365
11		4629		31584		3374
12		4544		33264		3348
13		4333		34845		3347
14		4192		36377		3387
15		4118		37921		3383
16		4097		39407		3351
17		3915		40865		3366
18		3828		42223		3380
19		3796		43596		3409
20		3734		44993		3394
21		3645		46377		3388
22		3607		47677		3388
23		3499		48937		3401
24		3461		50195		3425
25		3422		51360		3419
26		3323		52543		3435
27		3340		53776		3440
28		3239		54968		3422
29		3191		56167		3419
30		3151		57273		3419
31		3180		58395		3413
32		3116		59521		3439
33		3056		60636		3401
34		3021		61722		3414
35		2994		62748		3402
36		2939		63881		3417
37		2867		64862		3412
38		2799		65882		3390
39		2796		66833		3413
40		2758		67746		3407
41		2733		68664		3394
42		2666		69562		3406
43		2672		70508		3405
44		2626		71401		3406
45		2628		72381		3409
46		2648		73309		3418
47		2656		74318		3410
48		2614		75329		3424
49		2656		76298		3451
50		2630		77287		3420
51		2599		78221		3420
52		2592		79120		3441
53		2561		79986		3439
54		2467		80918		3439
55		2453		81700		3456
56		2396		82475		3458
57		2430		83281		3440
58		2394		84042		3431
59		2342		84862		3459
60		2342		85665		3436
61		2361		86509		3443
62		2320		87413		3449
63		2298		88207		3435
64		2221		88950		3454
65		2198		89707		3463
66		2156		90330		3461
67		2202		90982		3479
68		2183		91711		3455
69		2176		92457		3445
70		2188		93142		3455
71		2194		93941		3436
72		2163		94720		3454
73		2209		95562		3442
74		2162		96382		3431
75		2148		97099		3460
76		2166		97838		3478
77		2158		98631		3464
78		2166		99384		3436
79		2150		100217		3436
80		2193		101023		3451
81		2183		101754		3473
82		2227		102564		3451
83		2157		103381		3478
84		2153		104224		3476
85		2118		104999		3462
86		2127		105772		3456
87		2110		106555		3465
88		2083		107282		3466
89		2086		108005		3468
90		2059		108642		3477
91		2032		109333		3464
92		2057		110048		3486
93		2036		110697		3462
94		1985		111354		3473
95		1984		112011		3480
96		2001		112694		3474
97		2014		113356		3478
98		1978		114026		3480
99		2002		114741		3468
100		1953		115503		3476
101		1973		116178		3486
102		1867		116819		3494
103		1888		117394		3484
104		1909		118067		3484
105		1920		118657		3473
106		1957		119312		3483
107		1942		119955		3490
108		1936		120612		3471
109		1894		121296		3470
110		1892		121857		3480
111		1847		122456		3493
112		1852		123104		3487
113		1851		123688		3475
114		1836		124310		3481
115		1865		124895		3465
116		1865		125528		3478
117		1877		126166		3484
118		1885		126819		3458
119		1900		127506		3474
120		1901		128143		3494
121		1881		128810		3477
122		1839		129467		3473
123		1842		130075		3478
124		1800		130696		3474
125		1803		131299		3492
126		1806		131939		3478
127		1778		132512		3488
128		1784		133103		3457
129		1844		133780		3479
130		1816		134387		3487
131		1813		134983		3474
132		1837		135588		3499
133		1823		136243		3480
134		1842		136929		3510
135		1872		137553		3476
136		1905		138226		3476
137		1883		138875		3470
138		1842		139510		3459
139		1822		140168		3450
140		1768		140791		3470
141		1772		141365		3477
142		1772		142001		3480
143		1778		142579		3482
144		1797		143228		3468
145		1822		143855		3480
146		1782		144486		3480
147		1808		145126		3475
148		1791		145801		3474
149		1784		146475		3480
150		1824		147153		3488
151		1797		147767		3478
152		1771		148438		3462
153		1803		149144		3481
154		1758		149755		3487
155		1767		150433		3467
156		1765		151080		3475
157		1787		151676		3489
158		1780		152381		3490
159		1787		152984		3484
160		1808		153703		3476
161		1822		154362		3485
162		1778		154987		3481
163		1724		155722		3461
164		1726		156289		3480
165		1729		156922		3481
166		1749		157611		3464
167		1727		158182		3479
168		1709		158726		3465
169		1686		159341		3492
170		1684		159996		3496
171		1662		160535		3485
172		1659		161126		3481
173		1655		161690		3498
174		1692		162243		3490
175		1774		162950		3495
176		1757		163559		3500
177		1713		164149		3500
178		1699		164765		3504
179		1700		165370		3506
180		1718		165984		3515
181		1764		166617		3504
182		1743		167300		3506
183		1758		168003		3490
184		1722		168679		3477
185		1739		169296		3477
186		1708		169860		3487
187		1692		170413		3478
188		1689		170988		3483
189		1699		171614		3482
190		1684		172134		3485
191		1686		172742		3468
192		1718		173407		3472
193		1726		174044		3473
194		1728		174618		3480
195		1705		175288		3490
196		1725		175931		3487
197		1700		176623		3497
198		1726		177253		3499
199		1745		177878		3499
200		1756		178617		3469
201		1766		179285		3481
202		1777		179948		3493
203		1790		180581		3493
204		1724		181231		3483
205		1752		181886		3477
206		1750		182507		3491
207		1736		183122		3504
208		1751		183703		3509
209		1729		184330		3489
210		1767		184952		3502
211		1756		185603		3465
212		1739		186261		3486
213		1751		186904		3503
214		1730		187615		3476
215		1731		188200		3502
216		1734		188856		3513
217		1691		189453		3514
218		1676		190020		3511
219		1657		190591		3527
220		1619		191223		3522
221		1614		191725		3502
222		1597		192312		3498
223		1602		192839		3514
224		1597		193346		3503
225		1598		193860		3497
226		1622		194529		3490
227		1633		195126		3490
228		1603		195743		3498
229		1617		196333		3516
230		1661		196898		3499
231		1672		197557		3504
232		1616		198185		3521
233		1610		198706		3489
234		1597		199311		3506
235		1594		199914		3516
236		1586		200479		3507
237		1582		201051		3515
238		1593		201598		3501
239		1599		202178		3511
240		1570		202770		3514
241		1557		203336		3499
242		1545		203858		3518
243		1553		204398		3522
244		1556		204944		3513
245		1558		205438		3509
246		1556		205968		3510
247		1542		206497		3501
248		1539		207035		3502
249		1538		207587		3485
